case_id,family,paraphrase,invalid,arm,status,accepted,issue_identified,abstained,seconds
changed_result-0,changed_result,0,True,deterministic_checklist,ACCEPT,True,False,False,0.0009316999930888414
changed_result-0,changed_result,0,True,bionexus_full,NEEDS_REVISION,False,True,False,0.007437499996740371
changed_result-0,changed_result,0,True,without_claim_text,NEEDS_REVISION,False,True,False,0.006940099992789328
changed_result-0,changed_result,0,True,without_execution_metadata,NEEDS_REVISION,False,True,False,0.006502099975477904
changed_result-1,changed_result,1,True,accept_all,ACCEPT,True,False,False,7.90000194683671e-06
changed_result-1,changed_result,1,True,reject_all,REJECT,False,True,False,6.00004568696022e-07
changed_result-1,changed_result,1,True,deterministic_checklist,ACCEPT,True,False,False,0.0011031999601982534
changed_result-1,changed_result,1,True,bionexus_full,NEEDS_REVISION,False,True,False,0.007092699990607798
changed_result-1,changed_result,1,True,without_claim_text,NEEDS_REVISION,False,True,False,0.008037999970838428
changed_result-1,changed_result,1,True,without_execution_metadata,NEEDS_REVISION,False,True,False,0.0065051999990828335
changed_result-2,changed_result,2,True,accept_all,ACCEPT,True,False,False,7.800001185387373e-06
changed_result-2,changed_result,2,True,reject_all,REJECT,False,True,False,6.00004568696022e-07
changed_result-2,changed_result,2,True,deterministic_checklist,ACCEPT,True,False,False,0.0016685000155121088
changed_result-2,changed_result,2,True,bionexus_full,NEEDS_REVISION,False,True,False,0.007876500021666288
changed_result-2,changed_result,2,True,without_claim_text,NEEDS_REVISION,False,True,False,0.006450299988500774
changed_result-2,changed_result,2,True,without_execution_metadata,NEEDS_REVISION,False,True,False,0.007710399979259819
failed_fit-0,failed_fit,0,True,accept_all,ACCEPT,True,False,False,1.3000040780752897e-05
failed_fit-0,failed_fit,0,True,reject_all,REJECT,False,True,False,9.00006853044033e-07
failed_fit-0,failed_fit,0,True,deterministic_checklist,ACCEPT,True,False,False,0.001554100017528981
failed_fit-0,failed_fit,0,True,bionexus_full,NEEDS_REVISION,False,True,False,0.00732789997709915
failed_fit-0,failed_fit,0,True,without_claim_text,NEEDS_REVISION,False,True,False,0.007020399963948876
failed_fit-0,failed_fit,0,True,without_execution_metadata,NEEDS_REVISION,False,True,False,0.007795599987730384
failed_fit-1,failed_fit,1,True,accept_all,ACCEPT,True,False,False,1.4099990949034691e-05
failed_fit-1,failed_fit,1,True,reject_all,REJECT,False,True,False,9.00006853044033e-07
failed_fit-1,failed_fit,1,True,deterministic_checklist,ACCEPT,True,False,False,0.0011169000063091516
failed_fit-1,failed_fit,1,True,bionexus_full,NEEDS_REVISION,False,True,False,0.0068725000019185245
failed_fit-1,failed_fit,1,True,without_claim_text,NEEDS_REVISION,False,True,False,0.007502200023736805
failed_fit-1,failed_fit,1,True,without_execution_metadata,NEEDS_REVISION,False,True,False,0.0070125000202097
failed_fit-2,failed_fit,2,True,accept_all,ACCEPT,True,False,False,5.999987479299307e-06
failed_fit-2,failed_fit,2,True,reject_all,REJECT,False,True,False,6.999471224844456e-07
failed_fit-2,failed_fit,2,True,deterministic_checklist,ACCEPT,True,False,False,0.0007839000318199396
failed_fit-2,failed_fit,2,True,bionexus_full,NEEDS_REVISION,False,True,False,0.006781800009775907
failed_fit-2,failed_fit,2,True,without_claim_text,NEEDS_REVISION,False,True,False,0.007934499997645617
failed_fit-2,failed_fit,2,True,without_execution_metadata,NEEDS_REVISION,False,True,False,0.006621000007726252
wrong_design-0,wrong_design,0,True,accept_all,ACCEPT,True,False,False,7.399998139590025e-06
wrong_design-0,wrong_design,0,True,reject_all,REJECT,False,True,False,6.00004568696022e-07
wrong_design-0,wrong_design,0,True,deterministic_checklist,ACCEPT,True,False,False,0.0007919999770820141
wrong_design-0,wrong_design,0,True,bionexus_full,NEEDS_REVISION,False,True,False,0.008459199976641685
wrong_design-0,wrong_design,0,True,without_claim_text,NEEDS_REVISION,False,True,False,0.006826099997851998
wrong_design-0,wrong_design,0,True,without_execution_metadata,NEEDS_REVISION,False,True,False,0.008318499953020364
wrong_design-1,wrong_design,1,True,accept_all,ACCEPT,True,False,False,5.599984433501959e-06
wrong_design-1,wrong_design,1,True,reject_all,REJECT,False,True,False,7.00005330145359e-07
wrong_design-1,wrong_design,1,True,deterministic_checklist,ACCEPT,True,False,False,0.0008251999970525503
wrong_design-1,wrong_design,1,True,bionexus_full,NEEDS_REVISION,False,True,False,0.007520099985413253
wrong_design-1,wrong_design,1,True,without_claim_text,NEEDS_REVISION,False,True,False,0.00643159996252507
wrong_design-1,wrong_design,1,True,without_execution_metadata,NEEDS_REVISION,False,True,False,0.008531900006346405
wrong_design-2,wrong_design,2,True,accept_all,ACCEPT,True,False,False,7.299997378140688e-06
wrong_design-2,wrong_design,2,True,reject_all,REJECT,False,True,False,6.00004568696022e-07
wrong_design-2,wrong_design,2,True,deterministic_checklist,ACCEPT,True,False,False,0.0013957000337541103
wrong_design-2,wrong_design,2,True,bionexus_full,NEEDS_REVISION,False,True,False,0.008575799991376698
wrong_design-2,wrong_design,2,True,without_claim_text,NEEDS_REVISION,False,True,False,0.006232900021132082
wrong_design-2,wrong_design,2,True,without_execution_metadata,NEEDS_REVISION,False,True,False,0.008217399998102337
